08:57:54.637 [main] INFO  com.yyj.springmvc.SpringmvcApplication - Starting SpringmvcApplication using Java 1.8.0_74 on LAPTOP-9TAACR21 with PID 35100 (C:\Users\闫寅杰\Desktop\springMvcDemo\springmvc\target\classes started by 闫寅杰 in C:\Users\闫寅杰\Desktop\springMvcDemo)
09:20:52.008 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:52.008 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: []
09:20:52.008 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
09:20:52.008 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:52.008 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - Response: login.html
09:20:52.019 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Request ===
09:20:52.019 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - URL: http://localhost:8080/login
09:20:52.019 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - HTTP Method: GET
09:20:52.019 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:52.019 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: []
09:20:52.019 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
09:20:52.019 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:52.019 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - Response: login.html
09:20:52.026 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Request ===
09:20:52.026 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - URL: http://localhost:8080/login
09:20:52.026 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - HTTP Method: GET
09:20:52.026 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:52.026 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: []
09:20:52.028 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
09:20:52.028 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:52.028 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - Response: login.html
09:20:52.041 [http-nio-8080-exec-2] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Request ===
09:20:52.041 [http-nio-8080-exec-2] INFO  com.yyj.springmvc.aspect.LoggingAspect - URL: http://localhost:8080/login
09:20:52.041 [http-nio-8080-exec-2] INFO  com.yyj.springmvc.aspect.LoggingAspect - HTTP Method: GET
09:20:52.041 [http-nio-8080-exec-2] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:52.041 [http-nio-8080-exec-2] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: []
09:20:52.041 [http-nio-8080-exec-2] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
09:20:52.041 [http-nio-8080-exec-2] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:52.041 [http-nio-8080-exec-2] INFO  com.yyj.springmvc.aspect.LoggingAspect - Response: login.html
09:20:53.097 [http-nio-8080-exec-4] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Request ===
09:20:53.099 [http-nio-8080-exec-4] INFO  com.yyj.springmvc.aspect.LoggingAspect - URL: http://localhost:8080/login
09:20:53.099 [http-nio-8080-exec-4] INFO  com.yyj.springmvc.aspect.LoggingAspect - HTTP Method: GET
09:20:53.100 [http-nio-8080-exec-4] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.100 [http-nio-8080-exec-4] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: []
09:20:53.100 [http-nio-8080-exec-4] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
09:20:53.100 [http-nio-8080-exec-4] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.100 [http-nio-8080-exec-4] INFO  com.yyj.springmvc.aspect.LoggingAspect - Response: login.html
09:20:53.112 [http-nio-8080-exec-5] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Request ===
09:20:53.112 [http-nio-8080-exec-5] INFO  com.yyj.springmvc.aspect.LoggingAspect - URL: http://localhost:8080/login
09:20:53.112 [http-nio-8080-exec-5] INFO  com.yyj.springmvc.aspect.LoggingAspect - HTTP Method: GET
09:20:53.112 [http-nio-8080-exec-5] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.112 [http-nio-8080-exec-5] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: []
09:20:53.112 [http-nio-8080-exec-5] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
09:20:53.112 [http-nio-8080-exec-5] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.112 [http-nio-8080-exec-5] INFO  com.yyj.springmvc.aspect.LoggingAspect - Response: login.html
09:20:53.122 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Request ===
09:20:53.122 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - URL: http://localhost:8080/login
09:20:53.122 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - HTTP Method: GET
09:20:53.122 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.122 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: []
09:20:53.122 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
09:20:53.122 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.122 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - Response: login.html
09:20:53.133 [http-nio-8080-exec-9] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Request ===
09:20:53.133 [http-nio-8080-exec-9] INFO  com.yyj.springmvc.aspect.LoggingAspect - URL: http://localhost:8080/login
09:20:53.133 [http-nio-8080-exec-9] INFO  com.yyj.springmvc.aspect.LoggingAspect - HTTP Method: GET
09:20:53.133 [http-nio-8080-exec-9] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.133 [http-nio-8080-exec-9] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: []
09:20:53.133 [http-nio-8080-exec-9] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
09:20:53.133 [http-nio-8080-exec-9] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.133 [http-nio-8080-exec-9] INFO  com.yyj.springmvc.aspect.LoggingAspect - Response: login.html
09:20:53.145 [http-nio-8080-exec-10] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Request ===
09:20:53.145 [http-nio-8080-exec-10] INFO  com.yyj.springmvc.aspect.LoggingAspect - URL: http://localhost:8080/login
09:20:53.145 [http-nio-8080-exec-10] INFO  com.yyj.springmvc.aspect.LoggingAspect - HTTP Method: GET
09:20:53.145 [http-nio-8080-exec-10] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.145 [http-nio-8080-exec-10] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: []
09:20:53.145 [http-nio-8080-exec-10] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
09:20:53.145 [http-nio-8080-exec-10] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.145 [http-nio-8080-exec-10] INFO  com.yyj.springmvc.aspect.LoggingAspect - Response: login.html
09:20:53.156 [http-nio-8080-exec-7] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Request ===
09:20:53.156 [http-nio-8080-exec-7] INFO  com.yyj.springmvc.aspect.LoggingAspect - URL: http://localhost:8080/login
09:20:53.156 [http-nio-8080-exec-7] INFO  com.yyj.springmvc.aspect.LoggingAspect - HTTP Method: GET
09:20:53.156 [http-nio-8080-exec-7] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.156 [http-nio-8080-exec-7] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: []
09:20:53.156 [http-nio-8080-exec-7] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
09:20:53.156 [http-nio-8080-exec-7] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.156 [http-nio-8080-exec-7] INFO  com.yyj.springmvc.aspect.LoggingAspect - Response: login.html
09:20:53.186 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Request ===
09:20:53.186 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - URL: http://localhost:8080/login
09:20:53.186 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - HTTP Method: GET
09:20:53.186 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.186 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: []
09:20:53.186 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
09:20:53.186 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.186 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - Response: login.html
09:20:53.207 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Request ===
09:20:53.207 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - URL: http://localhost:8080/login
09:20:53.207 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - HTTP Method: GET
09:20:53.207 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.207 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: []
09:20:53.208 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
09:20:53.208 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.208 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - Response: login.html
09:20:53.217 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Request ===
09:20:53.218 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - URL: http://localhost:8080/login
09:20:53.218 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - HTTP Method: GET
09:20:53.218 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.218 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: []
09:20:53.218 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
09:20:53.218 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.218 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - Response: login.html
09:20:53.229 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Request ===
09:20:53.229 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - URL: http://localhost:8080/login
09:20:53.230 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - HTTP Method: GET
09:20:53.230 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.230 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: []
09:20:53.230 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
09:20:53.230 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.230 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - Response: login.html
09:20:53.249 [http-nio-8080-exec-2] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Request ===
09:20:53.250 [http-nio-8080-exec-2] INFO  com.yyj.springmvc.aspect.LoggingAspect - URL: http://localhost:8080/login
09:20:53.250 [http-nio-8080-exec-2] INFO  com.yyj.springmvc.aspect.LoggingAspect - HTTP Method: GET
09:20:53.250 [http-nio-8080-exec-2] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.250 [http-nio-8080-exec-2] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: []
09:20:53.250 [http-nio-8080-exec-2] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
09:20:53.250 [http-nio-8080-exec-2] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.250 [http-nio-8080-exec-2] INFO  com.yyj.springmvc.aspect.LoggingAspect - Response: login.html
09:20:53.266 [http-nio-8080-exec-4] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Request ===
09:20:53.266 [http-nio-8080-exec-4] INFO  com.yyj.springmvc.aspect.LoggingAspect - URL: http://localhost:8080/login
09:20:53.266 [http-nio-8080-exec-4] INFO  com.yyj.springmvc.aspect.LoggingAspect - HTTP Method: GET
09:20:53.266 [http-nio-8080-exec-4] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.266 [http-nio-8080-exec-4] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: []
09:20:53.266 [http-nio-8080-exec-4] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
09:20:53.266 [http-nio-8080-exec-4] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.266 [http-nio-8080-exec-4] INFO  com.yyj.springmvc.aspect.LoggingAspect - Response: login.html
09:20:53.283 [http-nio-8080-exec-5] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Request ===
09:20:53.283 [http-nio-8080-exec-5] INFO  com.yyj.springmvc.aspect.LoggingAspect - URL: http://localhost:8080/login
09:20:53.283 [http-nio-8080-exec-5] INFO  com.yyj.springmvc.aspect.LoggingAspect - HTTP Method: GET
09:20:53.283 [http-nio-8080-exec-5] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.283 [http-nio-8080-exec-5] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: []
09:20:53.283 [http-nio-8080-exec-5] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
09:20:53.283 [http-nio-8080-exec-5] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.283 [http-nio-8080-exec-5] INFO  com.yyj.springmvc.aspect.LoggingAspect - Response: login.html
09:20:53.292 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Request ===
09:20:53.292 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - URL: http://localhost:8080/login
09:20:53.292 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - HTTP Method: GET
09:20:53.292 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.292 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: []
09:20:53.292 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
09:20:53.292 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.292 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - Response: login.html
09:20:53.307 [http-nio-8080-exec-9] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Request ===
09:20:53.307 [http-nio-8080-exec-9] INFO  com.yyj.springmvc.aspect.LoggingAspect - URL: http://localhost:8080/login
09:20:53.307 [http-nio-8080-exec-9] INFO  com.yyj.springmvc.aspect.LoggingAspect - HTTP Method: GET
09:20:53.307 [http-nio-8080-exec-9] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.307 [http-nio-8080-exec-9] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: []
09:20:53.307 [http-nio-8080-exec-9] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
09:20:53.307 [http-nio-8080-exec-9] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.307 [http-nio-8080-exec-9] INFO  com.yyj.springmvc.aspect.LoggingAspect - Response: login.html
09:20:53.320 [http-nio-8080-exec-10] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Request ===
09:20:53.320 [http-nio-8080-exec-10] INFO  com.yyj.springmvc.aspect.LoggingAspect - URL: http://localhost:8080/login
09:20:53.320 [http-nio-8080-exec-10] INFO  com.yyj.springmvc.aspect.LoggingAspect - HTTP Method: GET
09:20:53.320 [http-nio-8080-exec-10] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.320 [http-nio-8080-exec-10] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: []
09:20:53.320 [http-nio-8080-exec-10] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
09:20:53.320 [http-nio-8080-exec-10] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.320 [http-nio-8080-exec-10] INFO  com.yyj.springmvc.aspect.LoggingAspect - Response: login.html
09:20:53.342 [http-nio-8080-exec-7] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Request ===
09:20:53.342 [http-nio-8080-exec-7] INFO  com.yyj.springmvc.aspect.LoggingAspect - URL: http://localhost:8080/login
09:20:53.342 [http-nio-8080-exec-7] INFO  com.yyj.springmvc.aspect.LoggingAspect - HTTP Method: GET
09:20:53.342 [http-nio-8080-exec-7] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.377 [http-nio-8080-exec-7] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: []
09:20:53.377 [http-nio-8080-exec-7] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
09:20:53.378 [http-nio-8080-exec-7] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.378 [http-nio-8080-exec-7] INFO  com.yyj.springmvc.aspect.LoggingAspect - Response: login.html
09:20:53.387 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Request ===
09:20:53.388 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - URL: http://localhost:8080/login
09:20:53.389 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - HTTP Method: GET
09:20:53.389 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.389 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: []
09:20:53.389 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
09:20:53.389 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.433 [http-nio-8080-exec-8] INFO  com.yyj.springmvc.aspect.LoggingAspect - Response: login.html
09:20:53.448 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Request ===
09:20:53.448 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - URL: http://localhost:8080/login
09:20:53.448 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - HTTP Method: GET
09:20:53.448 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.448 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: []
09:20:53.448 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
09:20:53.448 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.448 [http-nio-8080-exec-1] INFO  com.yyj.springmvc.aspect.LoggingAspect - Response: login.html
09:20:53.464 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Request ===
09:20:53.464 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - URL: http://localhost:8080/login
09:20:53.464 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - HTTP Method: GET
09:20:53.464 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.464 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: []
09:20:53.464 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
09:20:53.464 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.controller.LoginController.loginPage
09:20:53.464 [http-nio-8080-exec-3] INFO  com.yyj.springmvc.aspect.LoggingAspect - Response: login.html
09:21:01.163 [http-nio-8080-exec-2] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Request ===
09:21:01.165 [http-nio-8080-exec-2] INFO  com.yyj.springmvc.aspect.LoggingAspect - URL: http://localhost:8080/login
09:21:01.165 [http-nio-8080-exec-2] INFO  com.yyj.springmvc.aspect.LoggingAspect - HTTP Method: GET
09:21:01.165 [http-nio-8080-exec-2] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.LoginController.loginPage
09:21:01.165 [http-nio-8080-exec-2] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: []
09:21:01.165 [http-nio-8080-exec-2] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
09:21:01.165 [http-nio-8080-exec-2] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.controller.LoginController.loginPage
09:21:01.165 [http-nio-8080-exec-2] INFO  com.yyj.springmvc.aspect.LoggingAspect - Response: login.html
09:21:01.177 [http-nio-8080-exec-4] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Request ===
09:21:01.177 [http-nio-8080-exec-4] INFO  com.yyj.springmvc.aspect.LoggingAspect - URL: http://localhost:8080/login
09:21:01.177 [http-nio-8080-exec-4] INFO  com.yyj.springmvc.aspect.LoggingAspect - HTTP Method: GET
09:21:01.177 [http-nio-8080-exec-4] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.LoginController.loginPage
09:21:01.177 [http-nio-8080-exec-4] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: []
09:21:01.177 [http-nio-8080-exec-4] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
09:21:01.177 [http-nio-8080-exec-4] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.controller.LoginController.loginPage
09:21:01.177 [http-nio-8080-exec-4] INFO  com.yyj.springmvc.aspect.LoggingAspect - Response: login.html
09:21:01.187 [http-nio-8080-exec-5] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Request ===
09:21:01.187 [http-nio-8080-exec-5] INFO  com.yyj.springmvc.aspect.LoggingAspect - URL: http://localhost:8080/login
09:21:01.187 [http-nio-8080-exec-5] INFO  com.yyj.springmvc.aspect.LoggingAspect - HTTP Method: GET
09:21:01.187 [http-nio-8080-exec-5] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.LoginController.loginPage
09:21:01.187 [http-nio-8080-exec-5] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: []
09:21:01.187 [http-nio-8080-exec-5] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
09:21:01.187 [http-nio-8080-exec-5] INFO  com.yyj.springmvc.aspect.LoggingAspect - Method: com.yyj.springmvc.controller.LoginController.loginPage
09:21:01.187 [http-nio-8080-exec-5] INFO  com.yyj.springmvc.aspect.LoggingAspect - Response: login.html
09:21:01.196 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Request ===
09:21:01.197 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - URL: http://localhost:8080/login
09:21:01.197 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - HTTP Method: GET
09:21:01.197 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - Controller Method: com.yyj.springmvc.controller.LoginController.loginPage
09:21:01.197 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - Request Args: []
09:21:01.197 [http-nio-8080-exec-6] INFO  com.yyj.springmvc.aspect.LoggingAspect - === Controller Response ===
